student_id,pais,edad,genero,plan,escuela_principal,dispositivo_principal,objetivo_estudiante,nivel_educativo,experiencia_tech_anios,meses_suscrito,tipo_pago,dias_para_renovacion,intentos_pago_fallidos,fecha_registro,dias_en_gratuito_antes_pago,cursos_inscritos,tasa_completado,cursos_completados,certificados_obtenidos,rutas_inscritas,rutas_completadas,examenes_ruta_aprobados,interes_Prog,interes_DataSci,interes_Web,interes_Ingles,interes_Marketing,interes_Diseno,interes_Gestion,interes_SoftSkills,interes_Cloud,interes_Otros,dias_desde_ultimo_login,dias_desde_ultima_clase,sesiones_ultimo_mes,horas_vistas_total,horas_vistas_ultimo_mes,promedio_clases_semana,horas_semana_1,horas_semana_2,horas_semana_3,horas_semana_4,variacion_sesiones_vs_mes_anterior,racha_dias_maxima,racha_dias_actual,liveclasses_asistidas,hora_pico_uso,preguntas_en_foro,respuestas_en_foro,upvotes_recibidos,tutoriales_publicados,platzi_rank,nivel_rewards,tickets_soporte,dias_resolucion_promedio,nps_score,churn
PLZ-00860,México,26,Femenino,Expert,Escuela de Desarrollo Web,Mobile,Aprender por curiosidad,Universitario completo,5,18,Anual,158.0,0,2024-12-17,10,8,0.33,2,1,0,0,0,0.17,0.13,0.27,0.19,0.15,0.21,0.42,0.01,0.2,0.07,15,17,11,50,27,6.8,7.5,5.6,9.9,5.6,-1.6,5,0,2,22,4,6,20,0,580,Estandar,1,4.6,,0
PLZ-00861,Perú,18,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Posgrado,3,18,Cuotas x4,155.0,0,2022-02-01,11,8,0.21,1,0,0,0,0,0.27,0.18,0.14,0.43,0.03,0.4,0.03,0.02,0.11,0.23,12,21,15,20,5,1.2,0.6,1.4,1.2,0.8,6.7,0,0,2,20,4,5,5,0,408,Estandar,0,0.0,,0
PLZ-00862,Colombia,22,Masculino,Basic,Escuela de Diseno Grafico,Mobile,Conseguir empleo tech,Secundaria,1,1,Mensual,19.0,0,2023-02-14,38,3,0.09,0,0,1,0,0,0.18,0.3,0.07,0.01,0.27,0.09,0.18,0.02,0.1,0.08,14,24,10,12,12,3.0,2.7,2.3,2.3,3.2,2.4,1,0,5,9,3,5,12,0,53,Estandar,1,1.7,9.0,1
PLZ-00863,Colombia,25,Masculino,Gratuito,Escuela de Videojuegos,Desktop,Freelance / proyectos propios,Universitario en curso,0,1,Sin_suscripcion,-1.0,0,2023-03-07,57,1,0.17,0,0,1,0,0,0.65,0.02,0.2,0.24,0.04,0.21,0.39,0.17,0.18,0.29,45,45,2,2,0,0.0,0.0,0.0,0.0,0.0,-1.6,11,0,0,15,3,7,15,0,58,Estandar,2,3.2,7.0,1
PLZ-00864,Colombia,17,Femenino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Universitario en curso,7,2,Sin_suscripcion,-1.0,0,2022-08-10,28,2,0.22,0,0,1,0,0,0.63,0.2,0.06,0.08,0.17,0.46,0.11,0.41,0.03,0.2,20,33,2,7,7,1.8,1.5,1.7,0.9,1.7,0.5,11,0,0,0,2,5,10,0,92,Estandar,1,5.7,9.0,1
PLZ-00865,Colombia,22,Femenino,Basic,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,1,1,Mensual,1.0,2,2022-02-20,2,3,0.36,1,0,0,0,0,0.13,0.34,0.48,0.34,0.04,0.04,0.42,0.33,0.0,0.22,43,49,2,21,0,0.0,0.0,0.0,0.0,0.0,-11.9,8,0,0,10,6,1,2,0,87,Estandar,1,3.2,9.0,1
PLZ-00866,Colombia,30,Femenino,Expert Family,Escuela de Desarrollo Web,Mobile,Emprender startup,Universitario en curso,0,48,Anual,100.0,1,2024-03-19,56,21,0.35,7,6,0,0,0,0.11,0.2,0.05,0.46,0.13,0.04,0.17,0.08,0.07,0.08,9,21,18,164,18,4.5,3.3,6.7,3.3,6.2,2.9,46,0,3,10,5,5,3,0,1843,Pro,1,3.1,9.0,0
PLZ-00867,México,35,Masculino,Gratuito,Escuela de E-commerce y Negocios Digitales,Desktop,Ascender en trabajo actual,Universitario en curso,3,4,Sin_suscripcion,-1.0,0,2024-09-24,40,2,0.51,1,0,1,0,0,0.16,0.44,0.12,0.15,0.07,0.06,0.16,0.04,0.07,0.64,89,100,1,16,0,0.0,0.0,0.0,0.0,0.0,-7.4,15,0,0,5,4,3,3,0,155,Estandar,0,0.0,9.0,1
PLZ-00868,México,24,Masculino,Gratuito,Escuela de Marketing Digital,Mobile,Freelance / proyectos propios,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2023-12-06,11,6,0.01,0,0,2,0,0,0.22,0.09,0.38,0.31,0.2,0.41,0.09,0.19,0.07,0.12,34,40,2,13,0,0.0,0.0,0.0,0.0,0.0,-0.9,34,0,0,14,6,7,25,0,91,Estandar,0,0.0,7.0,0
PLZ-00869,Venezuela,31,Femenino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Secundaria,10,1,Sin_suscripcion,-1.0,0,2023-07-27,150,3,0.05,0,0,1,0,0,0.48,0.22,0.08,0.49,0.16,0.41,0.09,0.32,0.19,0.1,29,35,4,5,5,1.2,1.2,1.1,1.7,1.7,-1.5,41,0,0,15,6,5,5,0,81,Estandar,2,3.1,10.0,0
PLZ-00870,Bolivia,16,Masculino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Tecnico,7,9,Anual,159.0,0,2024-06-13,5,9,0.38,3,2,2,0,0,0.02,0.17,0.16,0.5,0.17,0.5,0.53,0.26,0.22,0.3,7,7,15,58,26,6.5,9.3,3.5,5.8,4.8,-2.2,35,0,1,6,5,2,1,0,332,Estandar,1,5.9,6.0,0
PLZ-00871,Colombia,30,No especifica,Basic,Escuela de Data Science e Inteligencia Artificial,Tablet,Ascender en trabajo actual,Universitario en curso,3,5,Mensual,5.0,1,2023-04-04,14,2,0.25,0,0,3,0,0,0.36,0.57,0.2,0.17,0.18,0.27,0.38,0.13,0.51,0.31,8,13,8,4,4,1.0,0.6,1.2,1.1,1.1,0.9,30,0,1,19,2,5,16,0,191,Estandar,3,1.1,9.0,1
PLZ-00872,México,22,Femenino,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Universitario en curso,7,5,Mensual,21.0,1,2024-03-13,71,4,0.16,0,0,2,0,0,0.16,0.16,0.25,0.32,0.2,0.19,0.22,0.27,0.18,0.14,84,87,3,11,1,0.2,0.0,0.0,0.0,0.0,-9.9,22,0,0,17,3,6,11,0,240,Estandar,1,1.1,8.0,1
PLZ-00873,Argentina,28,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Universitario en curso,2,1,Sin_suscripcion,-1.0,0,2023-08-20,3,2,0.28,0,0,0,0,0,0.05,0.14,0.16,0.27,0.15,0.25,0.28,0.57,0.13,0.33,36,44,0,7,1,0.2,0.0,0.0,0.0,0.0,-1.4,53,0,0,12,5,2,5,0,68,Estandar,0,0.0,9.0,1
PLZ-00874,Colombia,25,Masculino,Basic,Escuela de Marketing Digital,Desktop,Ascender en trabajo actual,Tecnico,5,6,Mensual,27.0,3,2024-11-29,43,1,0.12,0,0,2,0,0,0.26,0.22,0.18,0.44,0.53,0.42,0.22,0.34,0.27,0.22,29,42,6,3,3,0.8,0.9,1.0,0.9,0.4,-1.1,23,0,0,20,1,5,12,0,89,Estandar,0,0.0,2.0,0
PLZ-00875,México,34,Femenino,Gratuito,Escuela de Programacion y Software,Mobile,Aprender por curiosidad,Universitario en curso,3,2,Sin_suscripcion,-1.0,0,2024-09-04,78,1,0.02,0,0,1,0,0,0.23,0.1,0.37,0.45,0.08,0.05,0.29,0.44,0.26,0.26,2,6,1,1,1,0.2,0.3,0.2,0.2,0.3,1.6,1,0,0,18,3,5,11,0,67,Estandar,0,0.0,6.0,1
PLZ-00876,México,21,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Universitario completo,0,1,Anual,53.0,1,2025-04-03,11,5,0.22,1,0,3,0,0,0.83,0.18,0.1,0.14,0.11,0.11,0.23,0.28,0.02,0.22,5,10,14,27,4,1.0,0.9,0.7,0.9,1.3,-0.4,23,0,2,18,1,7,8,0,78,Estandar,2,2.0,9.0,1
PLZ-00877,Perú,30,Masculino,Gratuito,Escuela de Ingles,Desktop,Conseguir empleo tech,Universitario en curso,10,1,Sin_suscripcion,-1.0,0,2024-07-28,21,1,0.14,0,0,4,0,0,0.53,0.43,0.07,0.49,0.39,0.05,0.2,0.13,0.66,0.16,52,61,1,2,1,0.2,0.0,0.0,0.0,0.0,-5.1,33,0,0,8,2,7,10,1,103,Estandar,0,0.0,9.0,0
PLZ-00878,Argentina,25,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Aprender por curiosidad,Universitario completo,7,9,Anual,55.0,0,2022-09-04,17,13,0.42,5,4,1,0,0,0.12,0.26,0.11,0.1,0.21,0.19,0.32,0.27,0.33,0.32,23,28,16,85,21,5.2,5.7,5.6,5.9,5.5,1.6,4,0,1,18,4,6,14,0,507,Estandar,0,0.0,8.0,0
PLZ-00879,México,26,Masculino,Expert,Escuela de Programacion y Software,Desktop,Emprender startup,Tecnico,10,2,Anual,233.0,0,2022-12-04,36,9,0.21,1,0,3,0,0,0.17,0.17,0.16,0.22,0.37,0.04,0.34,0.51,0.23,0.15,18,21,11,40,5,1.2,1.3,1.5,1.8,1.4,3.9,21,0,2,15,3,6,15,0,113,Estandar,0,0.0,9.0,0
PLZ-00880,México,25,Femenino,Expert,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Secundaria,5,2,Anual,156.0,1,2023-06-08,3,8,0.68,5,4,1,0,0,0.08,0.1,0.16,0.01,0.15,0.12,0.27,0.6,0.13,0.49,8,16,10,60,14,3.5,4.2,3.3,2.9,3.9,3.5,75,0,2,15,5,4,13,0,229,Estandar,0,0.0,6.0,0
PLZ-00881,México,21,Masculino,Basic,Escuela de Programacion y Software,Mobile,Emprender startup,Posgrado,2,1,Mensual,29.0,0,2022-02-09,34,2,0.22,0,0,1,0,0,0.14,0.68,0.57,0.1,0.27,0.4,0.32,0.0,0.3,0.38,2,11,5,7,7,1.8,2.0,1.5,1.6,1.0,4.5,17,0,3,19,4,4,8,0,56,Estandar,1,5.5,9.0,1
PLZ-00882,Argentina,26,Femenino,Basic,Escuela de Soft Skills,Desktop,Conseguir empleo tech,Universitario en curso,1,9,Mensual,14.0,1,2024-11-19,51,4,0.22,0,0,5,1,1,0.12,0.36,0.18,0.02,0.09,0.26,0.52,0.11,0.28,0.04,17,17,7,8,8,2.0,3.0,1.6,2.4,1.5,0.0,1,0,5,17,2,6,21,0,884,Estandar,4,5.1,7.0,0
PLZ-00883,México,26,Masculino,Gratuito,Escuela de Marketing Digital,Desktop,Conseguir empleo tech,Universitario en curso,0,1,Sin_suscripcion,-1.0,0,2024-04-11,8,1,0.04,0,0,0,0,0,0.46,0.33,0.28,0.28,0.75,0.23,0.24,0.26,0.28,0.05,13,15,2,1,1,0.2,0.3,0.3,0.2,0.3,1.1,0,0,0,14,2,3,3,0,50,Estandar,1,2.8,9.0,1
PLZ-00884,México,28,Masculino,Expert,Escuela de Programacion y Software,Mobile,Aprender por curiosidad,Posgrado,0,5,Anual,125.0,1,2022-10-24,17,13,0.55,7,6,2,1,1,0.13,0.27,0.28,0.16,0.41,0.3,0.45,0.08,0.41,0.42,9,18,9,65,14,3.5,3.8,4.8,5.0,2.3,-2.6,16,0,1,19,6,7,5,0,1030,Estandar,0,0.0,10.0,0
PLZ-00885,Chile,27,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Emprender startup,Universitario completo,1,2,Cuotas x4,116.0,3,2024-04-26,70,7,0.15,1,0,2,0,0,0.27,0.48,0.23,0.41,0.17,0.21,0.4,0.32,0.23,0.33,5,5,11,30,16,4.0,3.3,2.8,2.5,3.6,3.1,29,0,1,17,0,1,3,0,83,Estandar,2,2.6,10.0,1
PLZ-00886,México,31,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Universitario completo,3,17,Cuotas x4,350.0,0,2022-10-30,25,4,0.21,0,0,3,0,0,0.25,0.16,0.11,0.05,0.42,0.12,0.23,0.11,0.09,0.2,14,18,7,12,6,1.5,1.8,1.0,1.3,1.4,0.1,2,0,1,10,1,3,8,0,217,Estandar,0,0.0,7.0,0
PLZ-00887,Argentina,32,Masculino,Expert,Escuela de Ingles,Mobile,Conseguir empleo tech,Universitario completo,3,15,Cuotas x4,219.0,3,2024-01-02,51,10,0.34,3,2,0,0,0,0.33,0.26,0.67,0.12,0.12,0.3,0.23,0.15,0.08,0.41,0,13,11,54,26,6.5,9.4,4.1,4.6,7.1,2.8,2,1,6,11,2,4,10,0,588,Estandar,0,0.0,6.0,0
PLZ-00888,México,20,Masculino,Expert Duo,Escuela de Desarrollo Web,Mobile,Conseguir empleo tech,Tecnico,1,29,Anual,281.0,0,2023-08-29,7,18,0.56,10,7,4,2,0,0.25,0.14,0.16,0.17,0.06,0.05,0.31,0.13,0.55,0.1,8,20,12,148,16,4.0,2.5,3.1,5.5,4.6,1.6,1,0,2,14,3,5,11,0,2077,Pro,1,5.7,8.0,0
PLZ-00889,México,32,Femenino,Expert,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Posgrado,2,12,Anual,240.0,1,2023-03-08,7,2,0.44,0,0,2,0,0,0.19,0.13,0.04,0.16,0.11,0.46,0.32,0.08,0.09,0.4,7,9,11,8,8,2.0,1.5,1.6,2.7,2.3,-0.1,34,0,3,8,3,8,4,0,211,Estandar,0,0.0,5.0,0
PLZ-00890,México,19,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Aprender por curiosidad,Posgrado,1,1,Sin_suscripcion,-1.0,0,2024-06-07,52,4,0.03,0,0,5,0,0,0.14,0.01,0.09,0.49,0.05,0.26,0.09,0.12,0.26,0.43,13,16,2,14,11,2.8,2.0,1.9,4.0,1.9,-4.5,4,0,0,15,3,7,13,0,75,Estandar,1,3.8,3.0,0
PLZ-00891,Perú,30,No especifica,Expert,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Universitario en curso,3,6,Cuotas x4,40.0,0,2022-08-30,31,11,0.25,2,1,2,0,0,0.25,0.51,0.15,0.29,0.43,0.14,0.52,0.47,0.25,0.04,31,32,1,61,1,0.2,0.0,0.0,0.0,0.0,-1.5,35,0,0,22,2,7,15,0,206,Estandar,0,0.0,10.0,1
PLZ-00892,Venezuela,30,No especifica,Gratuito,Escuela de Diseno Grafico,Mobile,Ascender en trabajo actual,Universitario completo,10,2,Sin_suscripcion,-1.0,0,2024-01-01,4,1,0.04,0,0,2,0,0,0.16,0.38,0.1,0.09,0.14,0.53,0.32,0.33,0.06,0.07,5,5,3,3,3,0.8,1.0,0.9,1.0,0.9,0.5,5,0,0,19,5,7,19,0,88,Estandar,0,0.0,,1
PLZ-00893,Chile,16,Femenino,Expert,Escuela de Videojuegos,Desktop,Freelance / proyectos propios,Universitario en curso,3,1,Cuotas x4,191.0,0,2024-05-13,8,11,0.14,1,0,0,0,0,0.27,0.25,0.02,0.39,0.31,0.1,0.5,0.49,0.2,0.54,20,32,6,62,25,6.2,3.2,5.1,5.5,6.9,-0.7,0,0,3,10,3,0,0,0,66,Estandar,1,5.3,6.0,1
PLZ-00894,Colombia,27,Masculino,Basic,Escuela de Cloud Computing,Mobile,Emprender startup,Universitario completo,0,4,Mensual,19.0,0,2023-05-07,15,2,0.55,1,0,1,0,0,0.57,0.21,0.04,0.25,0.09,0.39,0.09,0.11,0.05,0.54,17,27,11,9,4,1.0,0.5,0.6,1.1,1.0,0.2,5,0,4,18,3,5,14,0,218,Estandar,2,2.9,7.0,0
PLZ-00895,Argentina,24,Masculino,Gratuito,Escuela de Programacion y Software,Mobile,Conseguir empleo tech,Tecnico,2,1,Sin_suscripcion,-1.0,0,2022-11-07,78,4,0.02,0,0,3,0,0,0.53,0.22,0.38,0.49,0.52,0.17,0.02,0.08,0.18,0.25,47,48,1,13,1,0.2,0.0,0.0,0.0,0.0,-3.8,17,0,0,6,3,4,7,0,46,Estandar,0,0.0,10.0,0
PLZ-00896,México,22,Femenino,Expert Duo,Escuela de Diseno Grafico,Desktop,Freelance / proyectos propios,Universitario completo,5,35,Anual,192.0,3,2024-07-20,2,23,0.65,14,13,1,0,0,0.33,0.52,0.25,0.04,0.27,0.05,0.17,0.1,0.17,0.1,1,12,18,221,21,5.2,7.4,6.1,5.6,7.2,3.8,6,2,2,21,1,4,12,0,796,Estandar,2,3.1,7.0,0
PLZ-00897,México,35,Masculino,Expert,Escuela de Diseno Grafico,Desktop,Emprender startup,Tecnico,2,9,Anual,246.0,0,2023-10-21,6,10,0.32,3,2,4,1,0,0.15,0.39,0.04,0.07,0.03,0.02,0.17,0.11,0.56,0.27,3,7,6,55,7,1.8,2.6,0.9,2.6,1.0,-2.7,6,0,3,21,5,2,6,0,756,Estandar,0,0.0,8.0,0
PLZ-00898,Ecuador,23,Masculino,Basic,Escuela de Cloud Computing,Tablet,Conseguir empleo tech,Universitario completo,10,3,Mensual,1.0,0,2022-05-26,159,3,0.12,0,0,3,0,0,0.19,0.19,0.11,0.35,0.25,0.19,0.18,0.12,0.07,0.28,16,24,6,10,10,2.5,3.7,1.5,2.7,1.3,3.2,12,0,6,21,3,3,10,0,146,Estandar,1,2.8,8.0,1
PLZ-00899,México,22,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Aprender por curiosidad,Universitario en curso,0,1,Sin_suscripcion,-1.0,0,2023-12-31,71,3,0.26,0,0,1,0,0,0.11,0.06,0.16,0.44,0.15,0.06,0.28,0.12,0.34,0.1,72,78,1,4,1,0.2,0.0,0.0,0.0,0.0,-7.1,1,0,0,21,1,8,20,0,63,Estandar,1,4.4,10.0,0
PLZ-00900,México,27,Masculino,Expert,Escuela de Diseno Grafico,Desktop,Freelance / proyectos propios,Universitario completo,1,19,Anual,310.0,1,2024-09-16,5,8,0.61,4,3,4,2,1,0.37,0.06,0.22,0.1,0.22,0.25,0.03,0.29,0.64,0.05,3,6,8,60,20,5.0,7.4,4.0,2.9,3.7,-0.1,0,0,0,12,3,8,14,0,1858,Pro,0,0.0,9.0,0
PLZ-00901,México,31,Masculino,Expert Duo,Escuela de Programacion y Software,Mobile,Conseguir empleo tech,Universitario completo,1,11,Cuotas x4,336.0,0,2024-07-12,35,21,0.61,12,9,1,0,0,0.17,0.53,0.1,0.48,0.29,0.01,0.13,0.18,0.03,0.57,1,14,8,139,14,3.5,5.2,4.4,5.1,4.6,3.0,52,4,1,20,2,4,2,0,628,Estandar,2,4.3,1.0,0
PLZ-00902,México,26,Masculino,Expert,Escuela de Ingles,Desktop,Conseguir empleo tech,Posgrado,5,7,Anual,56.0,0,2022-05-31,27,12,0.39,4,3,2,0,0,0.17,0.01,0.05,0.31,0.21,0.32,0.42,0.2,0.12,0.49,3,12,12,72,18,4.5,4.7,5.6,4.8,5.8,2.5,6,0,2,7,1,3,8,0,351,Estandar,3,4.9,10.0,0
PLZ-00903,México,33,Femenino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Tecnico,2,7,Anual,350.0,0,2023-04-08,41,19,0.32,6,5,2,0,0,0.54,0.09,0.44,0.23,0.06,0.3,0.21,0.12,0.16,0.01,1,9,12,109,19,4.8,3.5,4.4,7.0,2.7,2.8,24,0,2,13,2,8,18,0,431,Estandar,0,0.0,5.0,0
PLZ-00904,Colombia,30,Masculino,Gratuito,Escuela de Diseno Grafico,Desktop,Ascender en trabajo actual,Posgrado,0,1,Sin_suscripcion,-1.0,0,2022-01-11,91,3,0.12,0,0,1,0,0,0.05,0.56,0.63,0.1,0.23,0.04,0.18,0.04,0.22,0.2,47,57,2,3,0,0.0,0.0,0.0,0.0,0.0,-4.4,0,0,0,12,4,3,2,0,50,Estandar,1,1.4,9.0,0
PLZ-00905,Colombia,16,Masculino,Expert,Escuela de Soft Skills,Desktop,Ascender en trabajo actual,Universitario en curso,1,2,Cuotas x4,44.0,0,2023-03-03,7,16,0.32,5,4,1,0,0,0.08,0.18,0.31,0.35,0.03,0.67,0.3,0.24,0.2,0.54,9,14,9,89,20,5.0,5.9,2.6,3.7,7.5,5.5,4,0,2,9,1,2,7,0,173,Estandar,0,0.0,4.0,0
PLZ-00906,Ecuador,23,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Universitario completo,2,1,Anual,209.0,0,2024-05-02,20,9,0.35,3,2,0,0,0,0.36,0.3,0.07,0.15,0.17,0.1,0.22,0.74,0.33,0.07,19,31,13,64,17,4.2,4.7,2.9,3.0,3.2,2.2,15,0,1,18,4,5,18,0,169,Estandar,1,6.5,4.0,0
PLZ-00907,Chile,23,Masculino,Expert,Escuela de Desarrollo Web,Mobile,Freelance / proyectos propios,Universitario completo,10,26,Anual,261.0,0,2024-06-14,5,7,0.33,2,1,3,0,0,0.15,0.47,0.14,0.17,0.21,0.33,0.15,0.18,0.17,0.53,3,16,16,56,21,5.2,7.3,2.9,3.3,4.0,2.0,8,0,4,12,2,7,26,0,479,Estandar,0,0.0,10.0,0
PLZ-00908,México,29,Masculino,Gratuito,Escuela de Programacion y Software,Tablet,Conseguir empleo tech,Universitario completo,1,2,Sin_suscripcion,-1.0,0,2022-10-28,2,1,0.16,0,0,0,0,0,0.14,0.09,0.25,0.09,0.13,0.47,0.63,0.07,0.19,0.42,8,11,4,1,1,0.2,0.2,0.3,0.2,0.2,-4.0,7,0,0,13,1,6,3,0,96,Estandar,2,5.5,9.0,0
PLZ-00909,México,16,Femenino,Expert,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,0,3,Cuotas x4,80.0,0,2022-02-08,130,8,0.43,3,2,1,0,0,0.23,0.05,0.12,0.08,0.25,0.1,0.02,0.03,0.19,0.14,6,11,12,44,23,5.8,7.9,5.9,7.0,4.2,1.7,24,0,4,8,3,6,20,0,212,Estandar,3,5.4,10.0,0
PLZ-00910,Colombia,42,No especifica,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Universitario completo,2,1,Anual,68.0,0,2024-09-17,39,9,0.43,3,2,3,1,1,0.08,0.24,0.3,0.3,0.32,0.07,0.32,0.11,0.46,0.2,7,19,10,62,5,1.2,0.7,1.6,1.4,1.1,4.9,4,0,4,20,3,8,17,0,862,Estandar,2,4.1,6.0,0
PLZ-00911,Argentina,30,Masculino,Expert,Escuela de Programacion y Software,Desktop,Freelance / proyectos propios,Universitario en curso,1,8,Anual,137.0,0,2023-08-14,45,11,0.4,4,3,1,0,0,0.31,0.1,0.41,0.34,0.26,0.25,0.08,0.16,0.33,0.17,27,29,9,79,26,6.5,9.2,9.5,7.7,4.6,3.7,0,0,2,11,2,7,26,0,426,Estandar,4,4.2,7.0,0
PLZ-00912,México,27,Masculino,Expert,Escuela de Videojuegos,Desktop,Conseguir empleo tech,Posgrado,3,6,Anual,4.0,1,2024-09-11,0,8,0.09,0,0,2,0,0,0.36,0.32,0.03,0.41,0.06,0.09,0.12,0.39,0.1,0.12,19,29,12,21,4,1.0,1.0,1.2,1.0,1.0,-5.6,1,0,3,21,4,5,5,0,263,Estandar,1,5.9,10.0,0
PLZ-00913,Argentina,34,Masculino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Universitario completo,2,19,Anual,341.0,1,2025-03-21,14,7,0.12,0,0,2,0,0,0.61,0.12,0.12,0.24,0.45,0.56,0.06,0.33,0.1,0.43,12,14,11,29,22,5.5,8.1,2.9,4.2,4.4,-0.6,4,0,5,18,5,7,21,0,269,Estandar,0,0.0,9.0,0
PLZ-00914,Colombia,41,No especifica,Expert,Escuela de Ingles,Desktop,Conseguir empleo tech,Universitario en curso,3,6,Anual,117.0,0,2024-10-15,24,8,0.54,4,3,3,1,1,0.19,0.13,0.02,0.08,0.37,0.34,0.06,0.04,0.25,0.2,5,14,6,74,13,3.2,2.9,2.7,2.2,1.8,-1.0,2,0,3,16,7,10,35,0,995,Estandar,1,6.2,9.0,1
PLZ-00915,Colombia,32,Femenino,Gratuito,Escuela de Videojuegos,Tablet,Conseguir empleo tech,Tecnico,7,3,Sin_suscripcion,-1.0,0,2024-07-29,44,3,0.3,0,0,2,0,0,0.16,0.1,0.15,0.09,0.32,0.46,0.2,0.32,0.47,0.48,9,9,5,11,11,2.8,1.7,3.4,2.1,3.1,-5.9,30,0,0,13,3,7,16,0,133,Estandar,1,6.2,,0
PLZ-00916,Colombia,32,Femenino,Basic,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Universitario completo,1,1,Mensual,6.0,0,2024-05-25,56,3,0.42,1,0,1,0,0,0.25,0.29,0.39,0.4,0.57,0.31,0.61,0.23,0.63,0.48,17,28,7,20,20,5.0,6.3,5.0,7.3,2.7,2.8,9,0,2,13,0,9,24,0,100,Estandar,2,6.9,8.0,0
PLZ-00917,México,27,Masculino,Expert,Escuela de Gestion y Liderazgo,Desktop,Freelance / proyectos propios,Posgrado,5,5,Anual,16.0,0,2023-05-31,4,11,0.33,3,2,3,0,0,0.34,0.37,0.03,0.26,0.24,0.15,0.28,0.38,0.22,0.14,30,30,0,54,1,0.2,0.0,0.0,0.0,0.0,-2.1,24,0,0,19,2,7,25,0,185,Estandar,4,5.5,10.0,0
PLZ-00918,Bolivia,26,No especifica,Expert Family,Escuela de Programacion y Software,Desktop,Freelance / proyectos propios,Universitario en curso,10,48,Anual,111.0,0,2023-12-06,30,21,0.67,14,13,2,1,0,0.21,0.23,0.12,0.11,0.18,0.22,0.24,0.02,0.2,0.44,14,15,15,222,25,6.2,7.9,7.7,7.6,9.1,1.9,9,0,2,14,3,3,11,0,2572,Pro,1,1.8,10.0,0
PLZ-00919,Perú,24,Masculino,Gratuito,Escuela de Gestion y Liderazgo,Desktop,Freelance / proyectos propios,Posgrado,1,1,Sin_suscripcion,-1.0,0,2023-09-06,109,4,0.08,0,0,1,0,0,0.18,0.26,0.16,0.04,0.01,0.52,0.13,0.51,0.32,0.51,3,5,2,12,12,3.0,3.5,4.0,2.7,3.2,2.3,18,0,0,19,3,7,18,0,80,Estandar,0,0.0,0.0,0
PLZ-00920,México,22,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Tecnico,0,6,Anual,222.0,1,2023-11-27,56,8,0.38,3,2,1,0,0,0.26,0.11,0.3,0.17,0.43,0.16,0.3,0.43,0.12,0.23,17,30,11,34,22,5.5,3.9,3.8,6.4,3.3,3.0,46,0,4,21,5,9,11,0,369,Estandar,2,5.8,9.0,0
PLZ-00921,Venezuela,22,Femenino,Basic,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Posgrado,5,1,Mensual,15.0,0,2024-06-25,11,2,0.11,0,0,2,0,0,0.18,0.14,0.44,0.1,0.56,0.15,0.13,0.04,0.01,0.56,28,28,10,5,5,1.2,0.8,0.6,0.9,0.9,1.9,14,0,2,7,6,9,9,0,71,Estandar,2,6.0,2.0,0
PLZ-00922,Colombia,18,Femenino,Gratuito,Escuela de Marketing Digital,Tablet,Cambiar de carrera,Universitario completo,5,1,Sin_suscripcion,-1.0,0,2023-08-20,27,3,0.06,0,0,0,0,0,0.61,0.48,0.53,0.08,0.31,0.14,0.27,0.52,0.58,0.02,0,10,1,9,9,2.2,2.7,2.5,3.3,3.3,5.3,2,2,0,10,2,4,3,0,61,Estandar,0,0.0,5.0,1
